replica,network,population,sigma,true_model,modelcompare,base_SS,agent_away,agent_total,stickiness_overall
1,None,All,0.2,13,AIC,100,150,2323,0.9354283254412398
2,None,All,0.2,13,AIC,100,150,2319,0.9353169469598965
3,None,All,0.2,13,AIC,100,156,2320,0.9327586206896552
4,None,All,0.2,13,AIC,100,203,2265,0.9103752759381898
5,None,All,0.2,13,AIC,100,202,2370,0.9147679324894514
6,None,All,0.2,13,AIC,100,146,1995,0.9268170426065163
7,None,All,0.2,13,AIC,100,136,1932,0.9296066252587991
8,None,All,0.2,13,AIC,100,147,1932,0.9239130434782609
9,None,All,0.2,13,AIC,100,159,2088,0.9238505747126436
10,None,All,0.2,13,AIC,100,147,2061,0.9286754002911208
11,None,All,0.2,13,AIC,100,151,1857,0.9186860527732903
12,None,All,0.2,13,AIC,100,161,2206,0.9270172257479601
13,None,All,0.2,13,AIC,100,147,1885,0.9220159151193634
14,None,All,0.2,13,AIC,100,139,1805,0.9229916897506926
15,None,All,0.2,13,AIC,100,160,2241,0.928603302097278
16,None,All,0.2,13,AIC,100,153,1958,0.9218590398365679
17,None,All,0.2,13,AIC,100,166,2340,0.9290598290598291
18,None,All,0.2,13,AIC,100,154,2081,0.9259971167707832
19,None,All,0.2,13,AIC,100,165,2401,0.9312786339025406
20,None,All,0.2,13,AIC,100,150,1917,0.9217527386541471
21,None,All,0.2,13,AIC,100,155,2223,0.9302744039586145
22,None,All,0.2,13,AIC,100,149,1764,0.9155328798185941
23,None,All,0.2,13,AIC,100,169,2411,0.9299046038987971
24,None,All,0.2,13,AIC,100,157,2197,0.9285389167045972
25,None,All,0.2,13,AIC,100,131,1764,0.9257369614512472
26,None,All,0.2,13,AIC,100,152,2253,0.9325343985796716
27,None,All,0.2,13,AIC,100,154,2206,0.9301903898458749
28,None,All,0.2,13,AIC,100,154,2210,0.930316742081448
29,None,All,0.2,13,AIC,100,160,2321,0.9310641964670401
30,None,All,0.2,13,AIC,100,149,2148,0.930633147113594
31,None,All,0.2,13,AIC,100,166,2163,0.9232547387887193
32,None,All,0.2,13,AIC,100,113,1702,0.9336075205640423
33,None,All,0.2,13,AIC,100,178,2270,0.9215859030837005
34,None,All,0.2,13,AIC,100,147,1932,0.9239130434782609
35,None,All,0.2,13,AIC,100,165,2031,0.9187592319054653
36,None,All,0.2,13,AIC,100,159,2351,0.9323692045937899
37,None,All,0.2,13,AIC,100,172,2795,0.9384615384615385
38,None,All,0.2,13,AIC,100,154,2057,0.9251336898395722
39,None,All,0.2,13,AIC,100,157,2395,0.934446764091858
40,None,All,0.2,13,AIC,100,146,2327,0.9372582724538032
41,None,All,0.2,13,AIC,100,133,1972,0.9325557809330629
42,None,All,0.2,13,AIC,100,153,2087,0.926689027311931
43,None,All,0.2,13,AIC,100,141,2027,0.9304390725209669
44,None,All,0.2,13,AIC,100,144,2202,0.9346049046321526
45,None,All,0.2,13,AIC,100,148,2195,0.9325740318906606
46,None,All,0.2,13,AIC,100,154,2353,0.9345516362090948
47,None,All,0.2,13,AIC,100,150,1989,0.9245852187028658
48,None,All,0.2,13,AIC,100,156,1984,0.9213709677419355
49,None,All,0.2,13,AIC,100,128,1729,0.9259687680740313
50,None,All,0.2,13,AIC,100,173,1921,0.9099427381572098
1,None,All,0.2,2,AIC,100,262,2291,0.8856394587516369
2,None,All,0.2,2,AIC,100,269,2546,0.894344069128044
3,None,All,0.2,2,AIC,100,268,2300,0.8834782608695653
4,None,All,0.2,2,AIC,100,267,2407,0.8890735355213959
5,None,All,0.2,2,AIC,100,261,2378,0.8902439024390244
6,None,All,0.2,2,AIC,100,252,1957,0.8712314767501277
7,None,All,0.2,2,AIC,100,256,2361,0.8915713680643795
8,None,All,0.2,2,AIC,100,297,2369,0.8746306458421275
9,None,All,0.2,2,AIC,100,253,2286,0.8893263342082239
10,None,All,0.2,2,AIC,100,272,2350,0.8842553191489362
11,None,All,0.2,2,AIC,100,293,2609,0.8876964354158682
12,None,All,0.2,2,AIC,100,266,2475,0.8925252525252525
13,None,All,0.2,2,AIC,100,283,2327,0.8783841856467555
14,None,All,0.2,2,AIC,100,279,2416,0.8845198675496688
15,None,All,0.2,2,AIC,100,270,2613,0.8966704936854191
16,None,All,0.2,2,AIC,100,268,2149,0.8752908329455561
17,None,All,0.2,2,AIC,100,261,2221,0.8824853669518236
18,None,All,0.2,2,AIC,100,264,2372,0.8887015177065767
19,None,All,0.2,2,AIC,100,287,2423,0.8815517952950888
20,None,All,0.2,2,AIC,100,272,2303,0.8818931828050369
21,None,All,0.2,2,AIC,100,255,2388,0.8932160804020101
22,None,All,0.2,2,AIC,100,264,2221,0.8811346240432237
23,None,All,0.2,2,AIC,100,253,2489,0.8983527521092809
24,None,All,0.2,2,AIC,100,267,2330,0.8854077253218884
25,None,All,0.2,2,AIC,100,256,2212,0.8842676311030742
26,None,All,0.2,2,AIC,100,277,2459,0.887352582350549
27,None,All,0.2,2,AIC,100,283,2115,0.866193853427896
28,None,All,0.2,2,AIC,100,303,2531,0.8802844725404978
29,None,All,0.2,2,AIC,100,280,2479,0.8870512303348124
30,None,All,0.2,2,AIC,100,263,2306,0.885949696444059
31,None,All,0.2,2,AIC,100,277,2320,0.880603448275862
32,None,All,0.2,2,AIC,100,291,2348,0.8760647359454855
33,None,All,0.2,2,AIC,100,280,2143,0.8693420438637425
34,None,All,0.2,2,AIC,100,297,2369,0.8746306458421275
35,None,All,0.2,2,AIC,100,279,2389,0.8832147341984093
36,None,All,0.2,2,AIC,100,296,2328,0.872852233676976
37,None,All,0.2,2,AIC,100,266,2180,0.8779816513761468
38,None,All,0.2,2,AIC,100,299,2618,0.8857906799083269
39,None,All,0.2,2,AIC,100,285,2500,0.886
40,None,All,0.2,2,AIC,100,276,2605,0.8940499040307102
41,None,All,0.2,2,AIC,100,271,2510,0.8920318725099602
42,None,All,0.2,2,AIC,100,255,2312,0.8897058823529411
43,None,All,0.2,2,AIC,100,280,2476,0.8869143780290791
44,None,All,0.2,2,AIC,100,244,2298,0.8938207136640557
45,None,All,0.2,2,AIC,100,290,2562,0.8868071818891491
46,None,All,0.2,2,AIC,100,280,2470,0.8866396761133604
47,None,All,0.2,2,AIC,100,285,2544,0.8879716981132075
48,None,All,0.2,2,AIC,100,254,2398,0.8940783986655546
49,None,All,0.2,2,AIC,100,263,2361,0.8886065226598898
50,None,All,0.2,2,AIC,100,278,2403,0.8843112775697045
1,None,All,0.2,7,AIC,100,136,1582,0.9140328697850821
2,None,All,0.2,7,AIC,100,156,2063,0.9243819680077557
3,None,All,0.2,7,AIC,100,189,2304,0.91796875
4,None,All,0.2,7,AIC,100,207,1895,0.8907651715039577
5,None,All,0.2,7,AIC,100,168,2115,0.9205673758865248
6,None,All,0.2,7,AIC,100,155,1965,0.9211195928753181
7,None,All,0.2,7,AIC,100,155,1935,0.9198966408268734
8,None,All,0.2,7,AIC,100,150,1835,0.91825613079019075
9,None,All,0.2,7,AIC,100,140,1945,0.9280205655526992
10,None,All,0.2,7,AIC,100,149,1773,0.9159616469261139
11,None,All,0.2,7,AIC,100,150,2443,0.9386000818665575
12,None,All,0.2,7,AIC,100,149,1945,0.9233933161953728
13,None,All,0.2,7,AIC,100,141,2013,0.9299552906110283
14,None,All,0.2,7,AIC,100,140,1804,0.9223946784922394
15,None,All,0.2,7,AIC,100,137,1868,0.9266595289079229
16,None,All,0.2,7,AIC,100,146,1834,0.920392584514722
17,None,All,0.2,7,AIC,100,156,2082,0.9250720461095101
18,None,All,0.2,7,AIC,100,130,1499,0.9132755170113409
19,None,All,0.2,7,AIC,100,139,1771,0.9215132693393563
20,None,All,0.2,7,AIC,100,133,1751,0.9240434037692747
21,None,All,0.2,7,AIC,100,120,1527,0.9214145383104125
22,None,All,0.2,7,AIC,100,150,2051,0.9268649439297904
23,None,All,0.2,7,AIC,100,163,2215,0.9264108352144469
24,None,All,0.2,7,AIC,100,192,2512,0.9235668789808917
25,None,All,0.2,7,AIC,100,142,1707,0.9168131224370241
26,None,All,0.2,7,AIC,100,155,2020,0.9232673267326733
27,None,All,0.2,7,AIC,100,177,2208,0.9198369565217391
28,None,All,0.2,7,AIC,100,165,2447,0.9325704944830404
29,None,All,0.2,7,AIC,100,158,1901,0.9168858495528669
30,None,All,0.2,7,AIC,100,157,1933,0.9187790998448009
31,None,All,0.2,7,AIC,100,169,2223,0.9239766081871346
32,None,All,0.2,7,AIC,100,165,1932,0.9145962732919255
33,None,All,0.2,7,AIC,100,157,1972,0.9203853955375254
34,None,All,0.2,7,AIC,100,150,1835,0.91825613079019075
35,None,All,0.2,7,AIC,100,146,1937,0.9246257098606092
36,None,All,0.2,7,AIC,100,300,2117,0.858290033065659
37,None,All,0.2,7,AIC,100,139,1961,0.9291177970423253
38,None,All,0.2,7,AIC,100,176,2108,0.9165085388994307
39,None,All,0.2,7,AIC,100,168,2246,0.92520035618878
40,None,All,0.2,7,AIC,100,144,1863,0.9227053140096618
41,None,All,0.2,7,AIC,100,162,1834,0.9116684841875682
42,None,All,0.2,7,AIC,100,146,1704,0.9143192488262911
43,None,All,0.2,7,AIC,100,143,1865,0.9233243967828418
44,None,All,0.2,7,AIC,100,150,1965,0.9236641221374046
45,None,All,0.2,7,AIC,100,158,2193,0.927952576379389
46,None,All,0.2,7,AIC,100,147,1730,0.915028901734104
47,None,All,0.2,7,AIC,100,162,1991,0.9186338523355098
48,None,All,0.2,7,AIC,100,152,2199,0.9308776716689404
49,None,All,0.2,7,AIC,100,162,1826,0.9112814895947426
50,None,All,0.2,7,AIC,100,167,1375,0.8785454545454545
1,None,All,0.2,13,BIC,100,90,5617,0.9839772120348941
2,None,All,0.2,13,BIC,100,95,4901,0.9806162007753519
3,None,All,0.2,13,BIC,100,85,5868,0.9855146557600545
4,None,All,0.2,13,BIC,100,161,4599,0.964992389649924
5,None,All,0.2,13,BIC,100,177,4858,0.9635652531906134
6,None,All,0.2,13,BIC,100,90,5726,0.9842822214460356
7,None,All,0.2,13,BIC,100,88,5810,0.9848537005163511
8,None,All,0.2,13,BIC,100,79,5130,0.9846003898635478
9,None,All,0.2,13,BIC,100,78,4445,0.9824521934758155
10,None,All,0.2,13,BIC,100,79,5312,0.9851280120481928
11,None,All,0.2,13,BIC,100,99,5445,0.9818181818181818
12,None,All,0.2,13,BIC,100,79,5585,0.9858549686660698
13,None,All,0.2,13,BIC,100,89,5254,0.9830605253140464
14,None,All,0.2,13,BIC,100,130,5275,0.9753554502369668
15,None,All,0.2,13,BIC,100,96,5871,0.9836484414920798
16,None,All,0.2,13,BIC,100,88,5572,0.9842067480258435
17,None,All,0.2,13,BIC,100,95,5110,0.9814090019569471
18,None,All,0.2,13,BIC,100,97,5498,0.9823572208075664
19,None,All,0.2,13,BIC,100,93,5772,0.9838877338877339
20,None,All,0.2,13,BIC,100,80,5340,0.9850187265917603
21,None,All,0.2,13,BIC,100,89,5008,0.9822284345047924
22,None,All,0.2,13,BIC,100,91,5213,0.9825436408977556
23,None,All,0.2,13,BIC,100,89,5126,0.98263753413968
24,None,All,0.2,13,BIC,100,78,5062,0.9845910707230344
25,None,All,0.2,13,BIC,100,78,5041,0.9845268795873835
26,None,All,0.2,13,BIC,100,90,5800,0.9844827586206897
27,None,All,0.2,13,BIC,100,85,4946,0.9828143954710877
28,None,All,0.2,13,BIC,100,99,5784,0.9828838174273858
29,None,All,0.2,13,BIC,100,95,5968,0.9840817694369973
30,None,All,0.2,13,BIC,100,96,5449,0.9823820884565976
31,None,All,0.2,13,BIC,100,81,5287,0.9846794023075468
32,None,All,0.2,13,BIC,100,89,5114,0.9825967931169339
33,None,All,0.2,13,BIC,100,79,4917,0.9839332926581249
34,None,All,0.2,13,BIC,100,79,5130,0.9846003898635478
35,None,All,0.2,13,BIC,100,76,5617,0.986469645718355
36,None,All,0.2,13,BIC,100,97,5863,0.9834555688214225
37,None,All,0.2,13,BIC,100,85,5808,0.9853650137741047
38,None,All,0.2,13,BIC,100,94,4789,0.9803716851117144
39,None,All,0.2,13,BIC,100,85,5115,0.9833822091886608
40,None,All,0.2,13,BIC,100,88,6007,0.9853504245047444
41,None,All,0.2,13,BIC,100,100,5564,0.9820273184759166
42,None,All,0.2,13,BIC,100,89,5466,0.9837175265276253
43,None,All,0.2,13,BIC,100,95,5614,0.9830780192376203
44,None,All,0.2,13,BIC,100,91,5902,0.9845814977973568
45,None,All,0.2,13,BIC,100,74,5213,0.9858047189718012
46,None,All,0.2,13,BIC,100,84,5731,0.9853428720991101
47,None,All,0.2,13,BIC,100,95,5190,0.9816955684007707
48,None,All,0.2,13,BIC,100,79,5776,0.9863227146814404
49,None,All,0.2,13,BIC,100,94,4989,0.9811585488073762
50,None,All,0.2,13,BIC,100,110,2799,0.9607002500893176
1,None,All,0.2,2,BIC,100,122,6284,0.9805856142584342
2,None,All,0.2,2,BIC,100,136,5988,0.9772879091516367
3,None,All,0.2,2,BIC,100,107,6060,0.9823432343234323
4,None,All,0.2,2,BIC,100,120,5989,0.979963265987644
5,None,All,0.2,2,BIC,100,105,6185,0.9830234438156831
6,None,All,0.2,2,BIC,100,121,6445,0.9812257564003103
7,None,All,0.2,2,BIC,100,117,6653,0.982413948594619
8,None,All,0.2,2,BIC,100,129,6584,0.9804070473876063
9,None,All,0.2,2,BIC,100,119,5783,0.9794224450977002
10,None,All,0.2,2,BIC,100,128,6213,0.9793980363753421
11,None,All,0.2,2,BIC,100,121,6073,0.9800757451012679
12,None,All,0.2,2,BIC,100,141,5918,0.9761743832375802
13,None,All,0.2,2,BIC,100,112,5762,0.9805623047552933
14,None,All,0.2,2,BIC,100,110,5932,0.9814565070802428
15,None,All,0.2,2,BIC,100,128,6466,0.9802041447571914
16,None,All,0.2,2,BIC,100,120,5846,0.9794731440301061
17,None,All,0.2,2,BIC,100,127,5987,0.9787873726407216
18,None,All,0.2,2,BIC,100,124,6128,0.9797650130548303
19,None,All,0.2,2,BIC,100,124,5915,0.9790363482671175
20,None,All,0.2,2,BIC,100,122,6328,0.9807206068268015
21,None,All,0.2,2,BIC,100,111,5829,0.9809572825527535
22,None,All,0.2,2,BIC,100,112,5871,0.9809231817407597
23,None,All,0.2,2,BIC,100,122,5994,0.9796463129796463
24,None,All,0.2,2,BIC,100,129,6268,0.9794192724952138
25,None,All,0.2,2,BIC,100,137,5775,0.9762770562770563
26,None,All,0.2,2,BIC,100,116,5770,0.9798960138648181
27,None,All,0.2,2,BIC,100,113,6442,0.9824588637069234
28,None,All,0.2,2,BIC,100,129,6305,0.9795400475812847
29,None,All,0.2,2,BIC,100,128,5954,0.9785018474974807
30,None,All,0.2,2,BIC,100,131,5999,0.9781630271711952
31,None,All,0.2,2,BIC,100,115,5882,0.9804488269296158
32,None,All,0.2,2,BIC,100,121,5066,0.9761152783260956
33,None,All,0.2,2,BIC,100,113,6596,0.9828684050939963
34,None,All,0.2,2,BIC,100,129,6584,0.9804070473876063
35,None,All,0.2,2,BIC,100,135,6031,0.9776156524622782
36,None,All,0.2,2,BIC,100,108,5945,0.9818334735071489
37,None,All,0.2,2,BIC,100,108,6207,0.9826002899951668
38,None,All,0.2,2,BIC,100,121,5727,0.9788720097782434
39,None,All,0.2,2,BIC,100,123,5724,0.9785115303983228
40,None,All,0.2,2,BIC,100,132,6334,0.9791600884117462
41,None,All,0.2,2,BIC,100,119,6547,0.9818237360623187
42,None,All,0.2,2,BIC,100,114,5614,0.9796936230851443
43,None,All,0.2,2,BIC,100,116,6634,0.9825143201688272
44,None,All,0.2,2,BIC,100,125,6087,0.9794644323969115
45,None,All,0.2,2,BIC,100,123,6367,0.9806816397047275
46,None,All,0.2,2,BIC,100,128,6112,0.9790575916230366
47,None,All,0.2,2,BIC,100,133,5844,0.9772416153319644
48,None,All,0.2,2,BIC,100,139,5808,0.9760674931129476
49,None,All,0.2,2,BIC,100,116,6423,0.9819399034718979
50,None,All,0.2,2,BIC,100,128,6273,0.9795950900685477
1,None,All,0.2,7,BIC,100,73,5949,0.9877290300890906
2,None,All,0.2,7,BIC,100,82,5565,0.9852650494159928
3,None,All,0.2,7,BIC,100,65,6052,0.9892597488433575
4,None,All,0.2,7,BIC,100,154,3744,0.9588675213675214
5,None,All,0.2,7,BIC,100,82,5803,0.9858693779079787
6,None,All,0.2,7,BIC,100,90,6220,0.9855305466237942
7,None,All,0.2,7,BIC,100,69,6477,0.9893469198703103
8,None,All,0.2,7,BIC,100,73,6083,0.9879993424297222
9,None,All,0.2,7,BIC,100,78,5646,0.9861849096705633
10,None,All,0.2,7,BIC,100,72,6323,0.9886130001581528
11,None,All,0.2,7,BIC,100,70,6540,0.9892966360856269
12,None,All,0.2,7,BIC,100,75,5654,0.98673505482844
13,None,All,0.2,7,BIC,100,71,5322,0.9866591506952274
14,None,All,0.2,7,BIC,100,76,6016,0.9873670212765957
15,None,All,0.2,7,BIC,100,83,6029,0.9862332061701775
16,None,All,0.2,7,BIC,100,62,6039,0.9897333995694652
17,None,All,0.2,7,BIC,100,84,5948,0.9858776059179556
18,None,All,0.2,7,BIC,100,72,6009,0.9880179730404394
19,None,All,0.2,7,BIC,100,81,4991,0.9837707874173512
20,None,All,0.2,7,BIC,100,76,6155,0.9876523151909017
21,None,All,0.2,7,BIC,100,66,5852,0.9887218045112782
22,None,All,0.2,7,BIC,100,83,6168,0.9865434500648509
23,None,All,0.2,7,BIC,100,80,5900,0.9864406779661017
24,None,All,0.2,7,BIC,100,175,5478,0.9680540343190945
25,None,All,0.2,7,BIC,100,82,5725,0.9856768558951965
26,None,All,0.2,7,BIC,100,77,5836,0.9868060315284441
27,None,All,0.2,7,BIC,100,66,5617,0.9882499554922557
28,None,All,0.2,7,BIC,100,86,5637,0.9847436579740997
29,None,All,0.2,7,BIC,100,74,5863,0.9873784751833532
30,None,All,0.2,7,BIC,100,73,6459,0.9886979408577179
31,None,All,0.2,7,BIC,100,91,6099,0.985079521232989
32,None,All,0.2,7,BIC,100,74,6007,0.9876810387880806
33,None,All,0.2,7,BIC,100,73,5774,0.987357118115691
34,None,All,0.2,7,BIC,100,73,6083,0.9879993424297222
35,None,All,0.2,7,BIC,100,91,6027,0.9849012775842044
36,None,All,0.2,7,BIC,100,198,2024,0.9021739130434783
37,None,All,0.2,7,BIC,100,78,6268,0.9875558391831525
38,None,All,0.2,7,BIC,100,77,5493,0.9859821591115966
39,None,All,0.2,7,BIC,100,72,6169,0.9883287404765765
40,None,All,0.2,7,BIC,100,74,6692,0.9889420203227735
41,None,All,0.2,7,BIC,100,70,6186,0.9886841254445522
42,None,All,0.2,7,BIC,100,78,6311,0.9876406274758358
43,None,All,0.2,7,BIC,100,103,5733,0.9820338391766963
44,None,All,0.2,7,BIC,100,68,5478,0.9875867104782767
45,None,All,0.2,7,BIC,100,76,5660,0.9865724381625441
46,None,All,0.2,7,BIC,100,76,6164,0.9876703439325114
47,None,All,0.2,7,BIC,100,76,5943,0.9872118458690897
48,None,All,0.2,7,BIC,100,73,5631,0.9870360504350915
49,None,All,0.2,7,BIC,100,73,6108,0.9880484610347086
50,None,All,0.2,7,BIC,100,93,1416,0.934322033898305
1,None,All,0.5,13,AIC,100,196,2677,0.9267837131116922
2,None,All,0.5,13,AIC,100,185,2275,0.9186813186813186
3,None,All,0.5,13,AIC,100,222,2270,0.9022026431718062
4,None,All,0.5,13,AIC,100,188,2098,0.9103908484270734
5,None,All,0.5,13,AIC,100,169,1915,0.9117493472584857
6,None,All,0.5,13,AIC,100,258,2260,0.8858407079646018
7,None,All,0.5,13,AIC,100,184,2565,0.9282651072124757
8,None,All,0.5,13,AIC,100,216,2540,0.9149606299212598
9,None,All,0.5,13,AIC,100,204,2333,0.9125589369909988
10,None,All,0.5,13,AIC,100,239,2727,0.9123579024569124
11,None,All,0.5,13,AIC,100,204,2618,0.922077922077922
12,None,All,0.5,13,AIC,100,194,2544,0.9237421383647799
13,None,All,0.5,13,AIC,100,168,2345,0.9283582089552239
14,None,All,0.5,13,AIC,100,220,1513,0.8545935228023793
15,None,All,0.5,13,AIC,100,204,2386,0.914501257334451
16,None,All,0.5,13,AIC,100,193,2248,0.9141459074733096
17,None,All,0.5,13,AIC,100,172,2616,0.9342507645259939
18,None,All,0.5,13,AIC,100,157,2294,0.9315605928509154
19,None,All,0.5,13,AIC,100,162,2157,0.9248956884561892
20,None,All,0.5,13,AIC,100,214,2330,0.9081545064377683
21,None,All,0.5,13,AIC,100,169,2175,0.9222988505747126
22,None,All,0.5,13,AIC,100,166,2027,0.9181055747409965
23,None,All,0.5,13,AIC,100,312,2272,0.8626760563380281
24,None,All,0.5,13,AIC,100,147,2042,0.9280117531831538
25,None,All,0.5,13,AIC,100,229,2481,0.9076985086658605
26,None,All,0.5,13,AIC,100,190,2115,0.9101654846335697
27,None,All,0.5,13,AIC,100,183,2170,0.915668202764977
28,None,All,0.5,13,AIC,100,189,2169,0.9128630705394191
29,None,All,0.5,13,AIC,100,248,2808,0.9116809116809117
30,None,All,0.5,13,AIC,100,224,2215,0.8988713318284425
31,None,All,0.5,13,AIC,100,217,2494,0.91299117882919
32,None,All,0.5,13,AIC,100,199,2412,0.9174958540630183
33,None,All,0.5,13,AIC,100,175,2116,0.917296786389414
34,None,All,0.5,13,AIC,100,216,2540,0.9149606299212598
35,None,All,0.5,13,AIC,100,194,2132,0.9090056285178236
36,None,All,0.5,13,AIC,100,192,2197,0.9126081019572144
37,None,All,0.5,13,AIC,100,163,2436,0.9330870279146142
38,None,All,0.5,13,AIC,100,149,2187,0.9318701417466849
39,None,All,0.5,13,AIC,100,255,2358,0.8918575063613232
40,None,All,0.5,13,AIC,100,213,2337,0.9088575096277278
41,None,All,0.5,13,AIC,100,171,2439,0.929889298892989
42,None,All,0.5,13,AIC,100,252,2316,0.8911917098445596
43,None,All,0.5,13,AIC,100,289,2398,0.8794829024186822
44,None,All,0.5,13,AIC,100,153,2003,0.9236145781328008
45,None,All,0.5,13,AIC,100,250,1865,0.8659517426273459
46,None,All,0.5,13,AIC,100,246,2133,0.8846694796061885
47,None,All,0.5,13,AIC,100,235,2468,0.9047811993517018
48,None,All,0.5,13,AIC,100,197,2273,0.9133304003519578
49,None,All,0.5,13,AIC,100,167,2381,0.9298614027719445
50,None,All,0.5,13,AIC,100,202,1994,0.8986960882647944
1,None,All,0.5,2,AIC,100,251,2164,0.884011090573013
2,None,All,0.5,2,AIC,100,278,2454,0.8867155664221679
3,None,All,0.5,2,AIC,100,269,2327,0.8844005156854319
4,None,All,0.5,2,AIC,100,267,2407,0.8890735355213959
5,None,All,0.5,2,AIC,100,261,2378,0.8902439024390244
6,None,All,0.5,2,AIC,100,252,1957,0.8712314767501277
7,None,All,0.5,2,AIC,100,256,2361,0.8915713680643795
8,None,All,0.5,2,AIC,100,297,2369,0.8746306458421275
9,None,All,0.5,2,AIC,100,253,2286,0.8893263342082239
10,None,All,0.5,2,AIC,100,314,2494,0.8740978348035284
11,None,All,0.5,2,AIC,100,293,2609,0.8876964354158682
12,None,All,0.5,2,AIC,100,276,2625,0.8948571428571428
13,None,All,0.5,2,AIC,100,283,2327,0.8783841856467555
14,None,All,0.5,2,AIC,100,279,2416,0.8845198675496688
15,None,All,0.5,2,AIC,100,270,2613,0.8966704936854191
16,None,All,0.5,2,AIC,100,268,2149,0.8752908329455561
17,None,All,0.5,2,AIC,100,261,2221,0.8824853669518236
18,None,All,0.5,2,AIC,100,264,2372,0.8887015177065767
19,None,All,0.5,2,AIC,100,454,2133,0.7871542428504454
20,None,All,0.5,2,AIC,100,272,2303,0.8818931828050369
21,None,All,0.5,2,AIC,100,255,2388,0.8932160804020101
22,None,All,0.5,2,AIC,100,264,2221,0.8811346240432237
23,None,All,0.5,2,AIC,100,253,2489,0.8983527521092809
24,None,All,0.5,2,AIC,100,267,2330,0.8854077253218884
25,None,All,0.5,2,AIC,100,256,2212,0.8842676311030742
26,None,All,0.5,2,AIC,100,277,2459,0.887352582350549
27,None,All,0.5,2,AIC,100,283,2115,0.866193853427896
28,None,All,0.5,2,AIC,100,310,2652,0.8831070889894419
29,None,All,0.5,2,AIC,100,280,2479,0.8870512303348124
30,None,All,0.5,2,AIC,100,470,2012,0.7664015904572564
31,None,All,0.5,2,AIC,100,469,2645,0.8226843100189036
32,None,All,0.5,2,AIC,100,291,2348,0.8760647359454855
33,None,All,0.5,2,AIC,100,280,2143,0.8693420438637425
34,None,All,0.5,2,AIC,100,297,2369,0.8746306458421275
35,None,All,0.5,2,AIC,100,279,2389,0.8832147341984093
36,None,All,0.5,2,AIC,100,296,2328,0.872852233676976
37,None,All,0.5,2,AIC,100,266,2180,0.8779816513761468
38,None,All,0.5,2,AIC,100,296,2462,0.8797725426482534
39,None,All,0.5,2,AIC,100,285,2500,0.886
40,None,All,0.5,2,AIC,100,283,2465,0.8851926977687626
41,None,All,0.5,2,AIC,100,271,2510,0.8920318725099602
42,None,All,0.5,2,AIC,100,255,2312,0.8897058823529411
43,None,All,0.5,2,AIC,100,280,2476,0.8869143780290791
44,None,All,0.5,2,AIC,100,244,2298,0.8938207136640557
45,None,All,0.5,2,AIC,100,293,2387,0.8772517804775869
46,None,All,0.5,2,AIC,100,315,2426,0.870156636438582
47,None,All,0.5,2,AIC,100,316,2463,0.8717011774259034
48,None,All,0.5,2,AIC,100,254,2398,0.8940783986655546
49,None,All,0.5,2,AIC,100,263,2361,0.8886065226598898
50,None,All,0.5,2,AIC,100,278,2403,0.8843112775697045
1,None,All,0.5,7,AIC,100,187,2132,0.9122889305816135
2,None,All,0.5,7,AIC,100,168,2175,0.9227586206896552
3,None,All,0.5,7,AIC,100,184,2221,0.9171544349392166
4,None,All,0.5,7,AIC,100,168,1330,0.8736842105263158
5,None,All,0.5,7,AIC,100,247,2769,0.9107981220657277
6,None,All,0.5,7,AIC,100,195,2026,0.903751233958539
7,None,All,0.5,7,AIC,100,175,2217,0.92106450157871
8,None,All,0.5,7,AIC,100,205,2759,0.9256977165639725
9,None,All,0.5,7,AIC,100,181,1848,0.902056277056277
10,None,All,0.5,7,AIC,100,176,2063,0.9146873485215705
11,None,All,0.5,7,AIC,100,210,2293,0.9084169210641082
12,None,All,0.5,7,AIC,100,146,1898,0.9230769230769231
13,None,All,0.5,7,AIC,100,173,2084,0.9169865642994242
14,None,All,0.5,7,AIC,100,166,1982,0.9162462159434914
15,None,All,0.5,7,AIC,100,174,1704,0.897887323943662
16,None,All,0.5,7,AIC,100,178,1676,0.8937947494033412
17,None,All,0.5,7,AIC,100,156,2082,0.9250720461095101
18,None,All,0.5,7,AIC,100,136,1489,0.9086635325721961
19,None,All,0.5,7,AIC,100,148,1762,0.9160045402951191
20,None,All,0.5,7,AIC,100,182,1957,0.9070005109862034
21,None,All,0.5,7,AIC,100,212,2177,0.9026182820395039
22,None,All,0.5,7,AIC,100,272,1742,0.8438576349024111
23,None,All,0.5,7,AIC,100,176,1796,0.9020044543429844
24,None,All,0.5,7,AIC,100,260,1638,0.8412698412698413
25,None,All,0.5,7,AIC,100,172,2011,0.9144704127299851
26,None,All,0.5,7,AIC,100,195,1865,0.8954423592493298
27,None,All,0.5,7,AIC,100,234,2459,0.9048393655957706
28,None,All,0.5,7,AIC,100,270,2389,0.8869820008371704
29,None,All,0.5,7,AIC,100,283,2343,0.8792146820315835
30,None,All,0.5,7,AIC,100,157,1933,0.9187790998448009
31,None,All,0.5,7,AIC,100,162,1972,0.9178498985801217
32,None,All,0.5,7,AIC,100,271,2715,0.9001841620626151
33,None,All,0.5,7,AIC,100,178,2176,0.9181985294117647
34,None,All,0.5,7,AIC,100,205,2759,0.9256977165639725
35,None,All,0.5,7,AIC,100,306,2192,0.8604014598540146
36,None,All,0.5,7,AIC,100,171,1094,0.8436928702010968
37,None,All,0.5,7,AIC,100,313,2150,0.8544186046511628
