replica,network,population,true_model,sigma,base_SS,modelcompare,first_row
7,None,Mave,7,0.5,100,BIC,10
8,None,Mave,7,0.5,100,BIC,18
9,None,Mave,7,0.5,100,BIC,20
10,None,Mave,7,0.5,100,BIC,7
11,None,Mave,7,0.5,100,BIC,8
12,None,Mave,7,0.5,100,BIC,1
13,None,Mave,7,0.5,100,BIC,16
14,None,Mave,7,0.5,100,BIC,3
15,None,Mave,7,0.5,100,BIC,6
16,None,Mave,7,0.5,100,BIC,8
17,None,Mave,7,0.5,100,BIC,268
18,None,Mave,7,0.5,100,BIC,4
19,None,Mave,7,0.5,100,BIC,8
20,None,Mave,7,0.5,100,BIC,27
21,None,Mave,7,0.5,100,BIC,23
22,None,Mave,7,0.5,100,BIC,1
23,None,Mave,7,0.5,100,BIC,25
24,None,Mave,7,0.5,100,BIC,18
25,None,Mave,7,0.5,100,BIC,10
26,None,Mave,7,0.5,100,BIC,2
27,None,Mave,7,0.5,100,BIC,3
28,None,Mave,7,0.5,100,BIC,7
29,None,Mave,7,0.5,100,BIC,9
30,None,Mave,7,0.5,100,BIC,22
31,None,Mave,7,0.5,100,BIC,82
32,None,Mave,7,0.5,100,BIC,19
33,None,Mave,7,0.5,100,BIC,1
34,None,Mave,7,0.5,100,BIC,18
35,None,Mave,7,0.5,100,BIC,54
36,None,Mave,7,0.5,100,BIC,77
37,None,Mave,7,0.5,100,BIC,30
38,None,Mave,7,0.5,100,BIC,20
39,None,Mave,7,0.5,100,BIC,34
40,None,Mave,7,0.5,100,BIC,8
41,None,Mave,7,0.5,100,BIC,8
42,None,Mave,7,0.5,100,BIC,5
43,None,Mave,7,0.5,100,BIC,146
44,None,Mave,7,0.5,100,BIC,3
45,None,Mave,7,0.5,100,BIC,17
46,None,Mave,7,0.5,100,BIC,15
47,None,Mave,7,0.5,100,BIC,1
48,None,Mave,7,0.5,100,BIC,1
49,None,Mave,7,0.5,100,BIC,3
50,None,Mave,7,0.5,100,BIC,19
1,None,Mave,13,0.8,100,AIC,1
2,None,Mave,13,0.8,100,AIC,7
3,None,Mave,13,0.8,100,AIC,101
4,None,Mave,13,0.8,100,AIC,14
5,None,Mave,13,0.8,100,AIC,1
6,None,Mave,13,0.8,100,AIC,13
7,None,Mave,13,0.8,100,AIC,95
8,None,Mave,13,0.8,100,AIC,14
9,None,Mave,13,0.8,100,AIC,75
10,None,Mave,13,0.8,100,AIC,76
11,None,Mave,13,0.8,100,AIC,7
12,None,Mave,13,0.8,100,AIC,52
13,None,Mave,13,0.8,100,AIC,22
14,None,Mave,13,0.8,100,AIC,6
15,None,Mave,13,0.8,100,AIC,14
16,None,Mave,13,0.8,100,AIC,30
17,None,Mave,13,0.8,100,AIC,48
18,None,Mave,13,0.8,100,AIC,121
19,None,Mave,13,0.8,100,AIC,5
20,None,Mave,13,0.8,100,AIC,126
21,None,Mave,13,0.8,100,AIC,34
22,None,Mave,13,0.8,100,AIC,39
23,None,Mave,13,0.8,100,AIC,144
24,None,Mave,13,0.8,100,AIC,27
25,None,Mave,13,0.8,100,AIC,54
26,None,Mave,13,0.8,100,AIC,24
27,None,Mave,13,0.8,100,AIC,5
28,None,Mave,13,0.8,100,AIC,3
29,None,Mave,13,0.8,100,AIC,27
30,None,Mave,13,0.8,100,AIC,3
31,None,Mave,13,0.8,100,AIC,2
32,None,Mave,13,0.8,100,AIC,85
33,None,Mave,13,0.8,100,AIC,45
34,None,Mave,13,0.8,100,AIC,14
35,None,Mave,13,0.8,100,AIC,100
36,None,Mave,13,0.8,100,AIC,1
37,None,Mave,13,0.8,100,AIC,9
38,None,Mave,13,0.8,100,AIC,6
39,None,Mave,13,0.8,100,AIC,22
40,None,Mave,13,0.8,100,AIC,5
41,None,Mave,13,0.8,100,AIC,1
42,None,Mave,13,0.8,100,AIC,67
43,None,Mave,13,0.8,100,AIC,53
44,None,Mave,13,0.8,100,AIC,47
45,None,Mave,13,0.8,100,AIC,23
46,None,Mave,13,0.8,100,AIC,7
47,None,Mave,13,0.8,100,AIC,14
48,None,Mave,13,0.8,100,AIC,34
49,None,Mave,13,0.8,100,AIC,20
50,None,Mave,13,0.8,100,AIC,1
1,None,Mave,2,0.8,100,AIC,2
2,None,Mave,2,0.8,100,AIC,2
3,None,Mave,2,0.8,100,AIC,1
4,None,Mave,2,0.8,100,AIC,24
5,None,Mave,2,0.8,100,AIC,8
6,None,Mave,2,0.8,100,AIC,2
7,None,Mave,2,0.8,100,AIC,21
8,None,Mave,2,0.8,100,AIC,28
9,None,Mave,2,0.8,100,AIC,11
10,None,Mave,2,0.8,100,AIC,12
11,None,Mave,2,0.8,100,AIC,18
12,None,Mave,2,0.8,100,AIC,34
13,None,Mave,2,0.8,100,AIC,29
14,None,Mave,2,0.8,100,AIC,4
15,None,Mave,2,0.8,100,AIC,30
16,None,Mave,2,0.8,100,AIC,10
17,None,Mave,2,0.8,100,AIC,48
18,None,Mave,2,0.8,100,AIC,25
19,None,Mave,2,0.8,100,AIC,2
20,None,Mave,2,0.8,100,AIC,26
21,None,Mave,2,0.8,100,AIC,8
22,None,Mave,2,0.8,100,AIC,19
23,None,Mave,2,0.8,100,AIC,6
24,None,Mave,2,0.8,100,AIC,34
25,None,Mave,2,0.8,100,AIC,22
26,None,Mave,2,0.8,100,AIC,34
27,None,Mave,2,0.8,100,AIC,36
28,None,Mave,2,0.8,100,AIC,11
29,None,Mave,2,0.8,100,AIC,21
30,None,Mave,2,0.8,100,AIC,76
31,None,Mave,2,0.8,100,AIC,6
32,None,Mave,2,0.8,100,AIC,54
33,None,Mave,2,0.8,100,AIC,4
34,None,Mave,2,0.8,100,AIC,28
35,None,Mave,2,0.8,100,AIC,8
36,None,Mave,2,0.8,100,AIC,34
37,None,Mave,2,0.8,100,AIC,12
38,None,Mave,2,0.8,100,AIC,6
39,None,Mave,2,0.8,100,AIC,27
40,None,Mave,2,0.8,100,AIC,1
41,None,Mave,2,0.8,100,AIC,21
42,None,Mave,2,0.8,100,AIC,5
43,None,Mave,2,0.8,100,AIC,23
44,None,Mave,2,0.8,100,AIC,40
45,None,Mave,2,0.8,100,AIC,13
46,None,Mave,2,0.8,100,AIC,42
47,None,Mave,2,0.8,100,AIC,14
48,None,Mave,2,0.8,100,AIC,56
49,None,Mave,2,0.8,100,AIC,8
50,None,Mave,2,0.8,100,AIC,15
1,None,Mave,7,0.8,100,AIC,47
2,None,Mave,7,0.8,100,AIC,80
3,None,Mave,7,0.8,100,AIC,17
4,None,Mave,7,0.8,100,AIC,1
5,None,Mave,7,0.8,100,AIC,107
6,None,Mave,7,0.8,100,AIC,4
7,None,Mave,7,0.8,100,AIC,13
8,None,Mave,7,0.8,100,AIC,18
9,None,Mave,7,0.8,100,AIC,20
10,None,Mave,7,0.8,100,AIC,33
11,None,Mave,7,0.8,100,AIC,18
12,None,Mave,7,0.8,100,AIC,7
13,None,Mave,7,0.8,100,AIC,28
14,None,Mave,7,0.8,100,AIC,16
15,None,Mave,7,0.8,100,AIC,26
16,None,Mave,7,0.8,100,AIC,8
17,None,Mave,7,0.8,100,AIC,28
18,None,Mave,7,0.8,100,AIC,4
19,None,Mave,7,0.8,100,AIC,8
20,None,Mave,7,0.8,100,AIC,27
21,None,Mave,7,0.8,100,AIC,32
22,None,Mave,7,0.8,100,AIC,1
23,None,Mave,7,0.8,100,AIC,102
24,None,Mave,7,0.8,100,AIC,18
25,None,Mave,7,0.8,100,AIC,45
26,None,Mave,7,0.8,100,AIC,2
27,None,Mave,7,0.8,100,AIC,3
28,None,Mave,7,0.8,100,AIC,7
29,None,Mave,7,0.8,100,AIC,9
30,None,Mave,7,0.8,100,AIC,22
31,None,Mave,7,0.8,100,AIC,14
32,None,Mave,7,0.8,100,AIC,19
33,None,Mave,7,0.8,100,AIC,29
34,None,Mave,7,0.8,100,AIC,18
35,None,Mave,7,0.8,100,AIC,28
36,None,Mave,7,0.8,100,AIC,51
37,None,Mave,7,0.8,100,AIC,30
38,None,Mave,7,0.8,100,AIC,29
39,None,Mave,7,0.8,100,AIC,34
40,None,Mave,7,0.8,100,AIC,8
41,None,Mave,7,0.8,100,AIC,8
42,None,Mave,7,0.8,100,AIC,5
43,None,Mave,7,0.8,100,AIC,37
44,None,Mave,7,0.8,100,AIC,3
45,None,Mave,7,0.8,100,AIC,52
46,None,Mave,7,0.8,100,AIC,79
47,None,Mave,7,0.8,100,AIC,1
48,None,Mave,7,0.8,100,AIC,1
49,None,Mave,7,0.8,100,AIC,3
50,None,Mave,7,0.8,100,AIC,19
1,None,Mave,13,0.8,100,BIC,1
2,None,Mave,13,0.8,100,BIC,262
3,None,Mave,13,0.8,100,BIC,368
4,None,Mave,13,0.8,100,BIC,674
5,None,Mave,13,0.8,100,BIC,347
6,None,Mave,13,0.8,100,BIC,785
7,None,Mave,13,0.8,100,BIC,58
8,None,Mave,13,0.8,100,BIC,212
9,None,Mave,13,0.8,100,BIC,121
10,None,Mave,13,0.8,100,BIC,1449
11,None,Mave,13,0.8,100,BIC,170
12,None,Mave,13,0.8,100,BIC,464
13,None,Mave,13,0.8,100,BIC,238
14,None,Mave,13,0.8,100,BIC,77
15,None,Mave,13,0.8,100,BIC,1110
16,None,Mave,13,0.8,100,BIC,30
17,None,Mave,13,0.8,100,BIC,177
18,None,Mave,13,0.8,100,BIC,248
19,None,Mave,13,0.8,100,BIC,280
20,None,Mave,13,0.8,100,BIC,523
21,None,Mave,13,0.8,100,BIC,1325
22,None,Mave,13,0.8,100,BIC,1273
23,None,Mave,13,0.8,100,BIC,267
24,None,Mave,13,0.8,100,BIC,1100
25,None,Mave,13,0.8,100,BIC,241
26,None,Mave,13,0.8,100,BIC,617
27,None,Mave,13,0.8,100,BIC,243
28,None,Mave,13,0.8,100,BIC,461
29,None,Mave,13,0.8,100,BIC,93
30,None,Mave,13,0.8,100,BIC,184
31,None,Mave,13,0.8,100,BIC,411
32,None,Mave,13,0.8,100,BIC,85
33,None,Mave,13,0.8,100,BIC,45
34,None,Mave,13,0.8,100,BIC,212
35,None,Mave,13,0.8,100,BIC,326
36,None,Mave,13,0.8,100,BIC,261
37,None,Mave,13,0.8,100,BIC,328
38,None,Mave,13,0.8,100,BIC,8
39,None,Mave,13,0.8,100,BIC,1041
40,None,Mave,13,0.8,100,BIC,707
41,None,Mave,13,0.8,100,BIC,627
42,None,Mave,13,0.8,100,BIC,779
43,None,Mave,13,0.8,100,BIC,1042
44,None,Mave,13,0.8,100,BIC,186
45,None,Mave,13,0.8,100,BIC,141
46,None,Mave,13,0.8,100,BIC,70
47,None,Mave,13,0.8,100,BIC,726
48,None,Mave,13,0.8,100,BIC,345
49,None,Mave,13,0.8,100,BIC,20
50,None,Mave,13,0.8,100,BIC,1
1,None,Mave,2,0.8,100,BIC,2
2,None,Mave,2,0.8,100,BIC,2
3,None,Mave,2,0.8,100,BIC,1
4,None,Mave,2,0.8,100,BIC,35
5,None,Mave,2,0.8,100,BIC,8
6,None,Mave,2,0.8,100,BIC,33
7,None,Mave,2,0.8,100,BIC,21
8,None,Mave,2,0.8,100,BIC,34
9,None,Mave,2,0.8,100,BIC,11
10,None,Mave,2,0.8,100,BIC,12
11,None,Mave,2,0.8,100,BIC,52
12,None,Mave,2,0.8,100,BIC,71
13,None,Mave,2,0.8,100,BIC,29
14,None,Mave,2,0.8,100,BIC,3
15,None,Mave,2,0.8,100,BIC,30
16,None,Mave,2,0.8,100,BIC,10
17,None,Mave,2,0.8,100,BIC,48
18,None,Mave,2,0.8,100,BIC,57
19,None,Mave,2,0.8,100,BIC,2
20,None,Mave,2,0.8,100,BIC,95
21,None,Mave,2,0.8,100,BIC,42
22,None,Mave,2,0.8,100,BIC,19
23,None,Mave,2,0.8,100,BIC,6
24,None,Mave,2,0.8,100,BIC,59
25,None,Mave,2,0.8,100,BIC,58
26,None,Mave,2,0.8,100,BIC,34
27,None,Mave,2,0.8,100,BIC,36
28,None,Mave,2,0.8,100,BIC,53
29,None,Mave,2,0.8,100,BIC,21
30,None,Mave,2,0.8,100,BIC,349
31,None,Mave,2,0.8,100,BIC,6
32,None,Mave,2,0.8,100,BIC,54
33,None,Mave,2,0.8,100,BIC,4
34,None,Mave,2,0.8,100,BIC,34
35,None,Mave,2,0.8,100,BIC,8
36,None,Mave,2,0.8,100,BIC,34
37,None,Mave,2,0.8,100,BIC,12
38,None,Mave,2,0.8,100,BIC,6
39,None,Mave,2,0.8,100,BIC,56
40,None,Mave,2,0.8,100,BIC,1
41,None,Mave,2,0.8,100,BIC,21
42,None,Mave,2,0.8,100,BIC,6
43,None,Mave,2,0.8,100,BIC,23
44,None,Mave,2,0.8,100,BIC,40
45,None,Mave,2,0.8,100,BIC,48
46,None,Mave,2,0.8,100,BIC,185
47,None,Mave,2,0.8,100,BIC,114
48,None,Mave,2,0.8,100,BIC,56
49,None,Mave,2,0.8,100,BIC,8
50,None,Mave,2,0.8,100,BIC,15
1,None,Mave,7,0.8,100,BIC,501
2,None,Mave,7,0.8,100,BIC,141
3,None,Mave,7,0.8,100,BIC,17
4,None,Mave,7,0.8,100,BIC,1
5,None,Mave,7,0.8,100,BIC,129
6,None,Mave,7,0.8,100,BIC,4
7,None,Mave,7,0.8,100,BIC,324
8,None,Mave,7,0.8,100,BIC,79
9,None,Mave,7,0.8,100,BIC,20
10,None,Mave,7,0.8,100,BIC,33
11,None,Mave,7,0.8,100,BIC,53
12,None,Mave,7,0.8,100,BIC,1
13,None,Mave,7,0.8,100,BIC,51
14,None,Mave,7,0.8,100,BIC,16
15,None,Mave,7,0.8,100,BIC,200
16,None,Mave,7,0.8,100,BIC,11
17,None,Mave,7,0.8,100,BIC,7
18,None,Mave,7,0.8,100,BIC,4
19,None,Mave,7,0.8,100,BIC,50
20,None,Mave,7,0.8,100,BIC,89
21,None,Mave,7,0.8,100,BIC,59
22,None,Mave,7,0.8,100,BIC,89
23,None,Mave,7,0.8,100,BIC,104
24,None,Mave,7,0.8,100,BIC,49
25,None,Mave,7,0.8,100,BIC,60
26,None,Mave,7,0.8,100,BIC,63
27,None,Mave,7,0.8,100,BIC,3
28,None,Mave,7,0.8,100,BIC,97
29,None,Mave,7,0.8,100,BIC,9
30,None,Mave,7,0.8,100,BIC,30
31,None,Mave,7,0.8,100,BIC,36
32,None,Mave,7,0.8,100,BIC,99
33,None,Mave,7,0.8,100,BIC,93
34,None,Mave,7,0.8,100,BIC,79
35,None,Mave,7,0.8,100,BIC,28
36,None,Mave,7,0.8,100,BIC,51
37,None,Mave,7,0.8,100,BIC,30
38,None,Mave,7,0.8,100,BIC,34
39,None,Mave,7,0.8,100,BIC,64
40,None,Mave,7,0.8,100,BIC,60
41,None,Mave,7,0.8,100,BIC,262
42,None,Mave,7,0.8,100,BIC,5
43,None,Mave,7,0.8,100,BIC,37
44,None,Mave,7,0.8,100,BIC,31
45,None,Mave,7,0.8,100,BIC,52
46,None,Mave,7,0.8,100,BIC,79
47,None,Mave,7,0.8,100,BIC,1
48,None,Mave,7,0.8,100,BIC,1
49,None,Mave,7,0.8,100,BIC,129
50,None,Mave,7,0.8,100,BIC,165
1,None,Rey,13,0.2,100,AIC,1322
2,None,Rey,13,0.2,100,AIC,5077
3,None,Rey,13,0.2,100,AIC,956
4,None,Rey,13,0.2,100,AIC,241
5,None,Rey,13,0.2,100,AIC,1459
6,None,Rey,13,0.2,100,AIC,Inf
7,None,Rey,13,0.2,100,AIC,9934
8,None,Rey,13,0.2,100,AIC,3466
9,None,Rey,13,0.2,100,AIC,356
10,None,Rey,13,0.2,100,AIC,1706
11,None,Rey,13,0.2,100,AIC,5714
12,None,Rey,13,0.2,100,AIC,1
13,None,Rey,13,0.2,100,AIC,355
14,None,Rey,13,0.2,100,AIC,2295
15,None,Rey,13,0.2,100,AIC,4235
16,None,Rey,13,0.2,100,AIC,870
17,None,Rey,13,0.2,100,AIC,1
18,None,Rey,13,0.2,100,AIC,1
19,None,Rey,13,0.2,100,AIC,1
20,None,Rey,13,0.2,100,AIC,287
21,None,Rey,13,0.2,100,AIC,Inf
22,None,Rey,13,0.2,100,AIC,118
23,None,Rey,13,0.2,100,AIC,2824
24,None,Rey,13,0.2,100,AIC,6556
25,None,Rey,13,0.2,100,AIC,1344
26,None,Rey,13,0.2,100,AIC,786
27,None,Rey,13,0.2,100,AIC,19
28,None,Rey,13,0.2,100,AIC,523
29,None,Rey,13,0.2,100,AIC,874
30,None,Rey,13,0.2,100,AIC,2135
31,None,Rey,13,0.2,100,AIC,Inf
32,None,Rey,13,0.2,100,AIC,2192
33,None,Rey,13,0.2,100,AIC,4602
34,None,Rey,13,0.2,100,AIC,3466
35,None,Rey,13,0.2,100,AIC,129
36,None,Rey,13,0.2,100,AIC,7891
37,None,Rey,13,0.2,100,AIC,7584
38,None,Rey,13,0.2,100,AIC,2490
39,None,Rey,13,0.2,100,AIC,166
40,None,Rey,13,0.2,100,AIC,2409
41,None,Rey,13,0.2,100,AIC,568
42,None,Rey,13,0.2,100,AIC,34
43,None,Rey,13,0.2,100,AIC,1
44,None,Rey,13,0.2,100,AIC,180
45,None,Rey,13,0.2,100,AIC,2860
46,None,Rey,13,0.2,100,AIC,289
47,None,Rey,13,0.2,100,AIC,52
48,None,Rey,13,0.2,100,AIC,292
49,None,Rey,13,0.2,100,AIC,314
50,None,Rey,13,0.2,100,AIC,Inf
1,None,Rey,2,0.2,100,AIC,7462
2,None,Rey,2,0.2,100,AIC,3726
3,None,Rey,2,0.2,100,AIC,1057
4,None,Rey,2,0.2,100,AIC,1063
5,None,Rey,2,0.2,100,AIC,1
6,None,Rey,2,0.2,100,AIC,792
7,None,Rey,2,0.2,100,AIC,308
8,None,Rey,2,0.2,100,AIC,52
9,None,Rey,2,0.2,100,AIC,378
10,None,Rey,2,0.2,100,AIC,2643
11,None,Rey,2,0.2,100,AIC,1790
12,None,Rey,2,0.2,100,AIC,388
13,None,Rey,2,0.2,100,AIC,1
14,None,Rey,2,0.2,100,AIC,1420
15,None,Rey,2,0.2,100,AIC,1332
16,None,Rey,2,0.2,100,AIC,1
17,None,Rey,2,0.2,100,AIC,837
18,None,Rey,2,0.2,100,AIC,5
19,None,Rey,2,0.2,100,AIC,4353
20,None,Rey,2,0.2,100,AIC,326
21,None,Rey,2,0.2,100,AIC,5422
22,None,Rey,2,0.2,100,AIC,5189
23,None,Rey,2,0.2,100,AIC,699
24,None,Rey,2,0.2,100,AIC,6
25,None,Rey,2,0.2,100,AIC,1066
26,None,Rey,2,0.2,100,AIC,3053
27,None,Rey,2,0.2,100,AIC,311
28,None,Rey,2,0.2,100,AIC,43
29,None,Rey,2,0.2,100,AIC,954
30,None,Rey,2,0.2,100,AIC,1
31,None,Rey,2,0.2,100,AIC,924
32,None,Rey,2,0.2,100,AIC,15
33,None,Rey,2,0.2,100,AIC,46
34,None,Rey,2,0.2,100,AIC,52
35,None,Rey,2,0.2,100,AIC,4556
36,None,Rey,2,0.2,100,AIC,3
37,None,Rey,2,0.2,100,AIC,564
38,None,Rey,2,0.2,100,AIC,585
39,None,Rey,2,0.2,100,AIC,2732
40,None,Rey,2,0.2,100,AIC,1308
41,None,Rey,2,0.2,100,AIC,321
42,None,Rey,2,0.2,100,AIC,37
43,None,Rey,2,0.2,100,AIC,577
44,None,Rey,2,0.2,100,AIC,1624
45,None,Rey,2,0.2,100,AIC,918
46,None,Rey,2,0.2,100,AIC,346
47,None,Rey,2,0.2,100,AIC,3211
48,None,Rey,2,0.2,100,AIC,198
49,None,Rey,2,0.2,100,AIC,482
50,None,Rey,2,0.2,100,AIC,615
1,None,Rey,7,0.2,100,AIC,1661
2,None,Rey,7,0.2,100,AIC,3161
3,None,Rey,7,0.2,100,AIC,7078
4,None,Rey,7,0.2,100,AIC,990
5,None,Rey,7,0.2,100,AIC,7702
6,None,Rey,7,0.2,100,AIC,3851
7,None,Rey,7,0.2,100,AIC,3616
8,None,Rey,7,0.2,100,AIC,8043
9,None,Rey,7,0.2,100,AIC,18
10,None,Rey,7,0.2,100,AIC,4365
11,None,Rey,7,0.2,100,AIC,4
12,None,Rey,7,0.2,100,AIC,918
13,None,Rey,7,0.2,100,AIC,Inf
14,None,Rey,7,0.2,100,AIC,1651
15,None,Rey,7,0.2,100,AIC,3103
16,None,Rey,7,0.2,100,AIC,43
17,None,Rey,7,0.2,100,AIC,568
18,None,Rey,7,0.2,100,AIC,1
19,None,Rey,7,0.2,100,AIC,283
20,None,Rey,7,0.2,100,AIC,22
21,None,Rey,7,0.2,100,AIC,Inf
22,None,Rey,7,0.2,100,AIC,81
23,None,Rey,7,0.2,100,AIC,1125
24,None,Rey,7,0.2,100,AIC,6611
25,None,Rey,7,0.2,100,AIC,8
26,None,Rey,7,0.2,100,AIC,2887
27,None,Rey,7,0.2,100,AIC,60
28,None,Rey,7,0.2,100,AIC,7702
29,None,Rey,7,0.2,100,AIC,4654
30,None,Rey,7,0.2,100,AIC,7917
31,None,Rey,7,0.2,100,AIC,103
32,None,Rey,7,0.2,100,AIC,2060
33,None,Rey,7,0.2,100,AIC,3326
34,None,Rey,7,0.2,100,AIC,8043
35,None,Rey,7,0.2,100,AIC,6758
36,None,Rey,7,0.2,100,AIC,2758
37,None,Rey,7,0.2,100,AIC,1574
38,None,Rey,7,0.2,100,AIC,7230
39,None,Rey,7,0.2,100,AIC,3456
40,None,Rey,7,0.2,100,AIC,7439
41,None,Rey,7,0.2,100,AIC,4409
42,None,Rey,7,0.2,100,AIC,2622
43,None,Rey,7,0.2,100,AIC,Inf
44,None,Rey,7,0.2,100,AIC,Inf
45,None,Rey,7,0.2,100,AIC,1
46,None,Rey,7,0.2,100,AIC,6021
47,None,Rey,7,0.2,100,AIC,370
48,None,Rey,7,0.2,100,AIC,1268
49,None,Rey,7,0.2,100,AIC,5044
50,None,Rey,7,0.2,100,AIC,1672
1,None,Rey,13,0.2,100,BIC,1322
2,None,Rey,13,0.2,100,BIC,5077
3,None,Rey,13,0.2,100,BIC,956
4,None,Rey,13,0.2,100,BIC,241
5,None,Rey,13,0.2,100,BIC,1459
6,None,Rey,13,0.2,100,BIC,Inf
7,None,Rey,13,0.2,100,BIC,9934
8,None,Rey,13,0.2,100,BIC,3466
9,None,Rey,13,0.2,100,BIC,356
10,None,Rey,13,0.2,100,BIC,1706
11,None,Rey,13,0.2,100,BIC,5714
12,None,Rey,13,0.2,100,BIC,1
13,None,Rey,13,0.2,100,BIC,355
14,None,Rey,13,0.2,100,BIC,2295
15,None,Rey,13,0.2,100,BIC,4235
16,None,Rey,13,0.2,100,BIC,870
17,None,Rey,13,0.2,100,BIC,1
18,None,Rey,13,0.2,100,BIC,1
19,None,Rey,13,0.2,100,BIC,1
20,None,Rey,13,0.2,100,BIC,287
21,None,Rey,13,0.2,100,BIC,Inf
22,None,Rey,13,0.2,100,BIC,118
23,None,Rey,13,0.2,100,BIC,2823
24,None,Rey,13,0.2,100,BIC,6556
25,None,Rey,13,0.2,100,BIC,1344
26,None,Rey,13,0.2,100,BIC,786
27,None,Rey,13,0.2,100,BIC,19
28,None,Rey,13,0.2,100,BIC,523
29,None,Rey,13,0.2,100,BIC,874
30,None,Rey,13,0.2,100,BIC,2135
31,None,Rey,13,0.2,100,BIC,Inf
32,None,Rey,13,0.2,100,BIC,2192
33,None,Rey,13,0.2,100,BIC,4602
34,None,Rey,13,0.2,100,BIC,3466
35,None,Rey,13,0.2,100,BIC,129
36,None,Rey,13,0.2,100,BIC,7891
37,None,Rey,13,0.2,100,BIC,7584
38,None,Rey,13,0.2,100,BIC,2488
39,None,Rey,13,0.2,100,BIC,166
40,None,Rey,13,0.2,100,BIC,2409
41,None,Rey,13,0.2,100,BIC,568
42,None,Rey,13,0.2,100,BIC,34
43,None,Rey,13,0.2,100,BIC,1
44,None,Rey,13,0.2,100,BIC,180
45,None,Rey,13,0.2,100,BIC,2860
46,None,Rey,13,0.2,100,BIC,288
47,None,Rey,13,0.2,100,BIC,52
48,None,Rey,13,0.2,100,BIC,308
49,None,Rey,13,0.2,100,BIC,314
50,None,Rey,13,0.2,100,BIC,Inf
1,None,Rey,2,0.2,100,BIC,7462
2,None,Rey,2,0.2,100,BIC,5709
3,None,Rey,2,0.2,100,BIC,1057
4,None,Rey,2,0.2,100,BIC,1063
5,None,Rey,2,0.2,100,BIC,1
6,None,Rey,2,0.2,100,BIC,792
7,None,Rey,2,0.2,100,BIC,307
8,None,Rey,2,0.2,100,BIC,52
9,None,Rey,2,0.2,100,BIC,378
10,None,Rey,2,0.2,100,BIC,2977
11,None,Rey,2,0.2,100,BIC,4336
12,None,Rey,2,0.2,100,BIC,388
13,None,Rey,2,0.2,100,BIC,1
14,None,Rey,2,0.2,100,BIC,1419
15,None,Rey,2,0.2,100,BIC,1331
16,None,Rey,2,0.2,100,BIC,1
17,None,Rey,2,0.2,100,BIC,7808
18,None,Rey,2,0.2,100,BIC,95
19,None,Rey,2,0.2,100,BIC,4353
20,None,Rey,2,0.2,100,BIC,326
21,None,Rey,2,0.2,100,BIC,3625
22,None,Rey,2,0.2,100,BIC,3462
23,None,Rey,2,0.2,100,BIC,4068
24,None,Rey,2,0.2,100,BIC,150
25,None,Rey,2,0.2,100,BIC,1146
26,None,Rey,2,0.2,100,BIC,3052
27,None,Rey,2,0.2,100,BIC,311
28,None,Rey,2,0.2,100,BIC,43
29,None,Rey,2,0.2,100,BIC,954
30,None,Rey,2,0.2,100,BIC,1
31,None,Rey,2,0.2,100,BIC,924
32,None,Rey,2,0.2,100,BIC,15
33,None,Rey,2,0.2,100,BIC,46
34,None,Rey,2,0.2,100,BIC,52
35,None,Rey,2,0.2,100,BIC,1387
36,None,Rey,2,0.2,100,BIC,3
37,None,Rey,2,0.2,100,BIC,564
38,None,Rey,2,0.2,100,BIC,3825
39,None,Rey,2,0.2,100,BIC,2732
40,None,Rey,2,0.2,100,BIC,1103
41,None,Rey,2,0.2,100,BIC,321
42,None,Rey,2,0.2,100,BIC,37
43,None,Rey,2,0.2,100,BIC,577
44,None,Rey,2,0.2,100,BIC,2053
45,None,Rey,2,0.2,100,BIC,918
46,None,Rey,2,0.2,100,BIC,346
47,None,Rey,2,0.2,100,BIC,1525
48,None,Rey,2,0.2,100,BIC,198
49,None,Rey,2,0.2,100,BIC,481
50,None,Rey,2,0.2,100,BIC,615
1,None,Rey,7,0.2,100,BIC,1659
2,None,Rey,7,0.2,100,BIC,8019
3,None,Rey,7,0.2,100,BIC,7078
4,None,Rey,7,0.2,100,BIC,1930
5,None,Rey,7,0.2,100,BIC,7701
6,None,Rey,7,0.2,100,BIC,5226
7,None,Rey,7,0.2,100,BIC,Inf
8,None,Rey,7,0.2,100,BIC,542
9,None,Rey,7,0.2,100,BIC,27
10,None,Rey,7,0.2,100,BIC,1959
11,None,Rey,7,0.2,100,BIC,4
12,None,Rey,7,0.2,100,BIC,918
13,None,Rey,7,0.2,100,BIC,5855
14,None,Rey,7,0.2,100,BIC,1651
15,None,Rey,7,0.2,100,BIC,5639
16,None,Rey,7,0.2,100,BIC,43
17,None,Rey,7,0.2,100,BIC,573
18,None,Rey,7,0.2,100,BIC,1
19,None,Rey,7,0.2,100,BIC,283
20,None,Rey,7,0.2,100,BIC,42
21,None,Rey,7,0.2,100,BIC,4288
22,None,Rey,7,0.2,100,BIC,81
23,None,Rey,7,0.2,100,BIC,1125
24,None,Rey,7,0.2,100,BIC,1050
25,None,Rey,7,0.2,100,BIC,8
26,None,Rey,7,0.2,100,BIC,2887
27,None,Rey,7,0.2,100,BIC,60
28,None,Rey,7,0.2,100,BIC,8131
29,None,Rey,7,0.2,100,BIC,990
30,None,Rey,7,0.2,100,BIC,7917
31,None,Rey,7,0.2,100,BIC,103
32,None,Rey,7,0.2,100,BIC,2060
33,None,Rey,7,0.2,100,BIC,3326
