replica,network,population,true_model,sigma,base_SS,modelcompare,TAT,TAT50
43,None,Bo,13,0.5,100,BIC,0.017,0
44,None,Bo,13,0.5,100,BIC,0.0157,0
45,None,Bo,13,0.5,100,BIC,0.0046,0
46,None,Bo,13,0.5,100,BIC,0.0048,0
47,None,Bo,13,0.5,100,BIC,0.0092,0
48,None,Bo,13,0.5,100,BIC,0.0113,0
49,None,Bo,13,0.5,100,BIC,0.0059,0
50,None,Bo,13,0.5,100,BIC,0.0106,0
1,None,Bo,2,0.5,100,BIC,0.0044,0
2,None,Bo,2,0.5,100,BIC,0.0086,0
3,None,Bo,2,0.5,100,BIC,0.014,0
4,None,Bo,2,0.5,100,BIC,0.0021,0
5,None,Bo,2,0.5,100,BIC,0.0147,0
6,None,Bo,2,0.5,100,BIC,0.0021,0
7,None,Bo,2,0.5,100,BIC,0.0024,0
8,None,Bo,2,0.5,100,BIC,0.0045,0
9,None,Bo,2,0.5,100,BIC,0.0059,0
10,None,Bo,2,0.5,100,BIC,0.0229,0
11,None,Bo,2,0.5,100,BIC,0.0142,0
12,None,Bo,2,0.5,100,BIC,0.0124,0
13,None,Bo,2,0.5,100,BIC,0.0043,0
14,None,Bo,2,0.5,100,BIC,0.0086,0
15,None,Bo,2,0.5,100,BIC,0.0046,0
16,None,Bo,2,0.5,100,BIC,0,0
17,None,Bo,2,0.5,100,BIC,0.0055,0
18,None,Bo,2,0.5,100,BIC,0.0116,0
19,None,Bo,2,0.5,100,BIC,0.0042,0
20,None,Bo,2,0.5,100,BIC,0.0017,0
21,None,Bo,2,0.5,100,BIC,0.0149,0
22,None,Bo,2,0.5,100,BIC,0.0099,0
23,None,Bo,2,0.5,100,BIC,0.0179,0
24,None,Bo,2,0.5,100,BIC,0.0089,0
25,None,Bo,2,0.5,100,BIC,0.0177,0
26,None,Bo,2,0.5,100,BIC,0,0
27,None,Bo,2,0.5,100,BIC,0.0026,0
28,None,Bo,2,0.5,100,BIC,0.0305,0
29,None,Bo,2,0.5,100,BIC,0.0085,0
30,None,Bo,2,0.5,100,BIC,0.0085,0
31,None,Bo,2,0.5,100,BIC,0.0088,0
32,None,Bo,2,0.5,100,BIC,0,0
33,None,Bo,2,0.5,100,BIC,0.0021,0
34,None,Bo,2,0.5,100,BIC,0.0045,0
35,None,Bo,2,0.5,100,BIC,0.0084,0
36,None,Bo,2,0.5,100,BIC,0.0017,0
37,None,Bo,2,0.5,100,BIC,0.0032,0
38,None,Bo,2,0.5,100,BIC,0.0038,0
39,None,Bo,2,0.5,100,BIC,0.0042,0
40,None,Bo,2,0.5,100,BIC,0.0012,0
41,None,Bo,2,0.5,100,BIC,0.0087,0
42,None,Bo,2,0.5,100,BIC,0.0021,0
43,None,Bo,2,0.5,100,BIC,0.0179,0
44,None,Bo,2,0.5,100,BIC,0.0289,0
45,None,Bo,2,0.5,100,BIC,0.0018,0
46,None,Bo,2,0.5,100,BIC,0.0177,0
47,None,Bo,2,0.5,100,BIC,6e-4,0
48,None,Bo,2,0.5,100,BIC,0.0029,0
49,None,Bo,2,0.5,100,BIC,0.0013,0
50,None,Bo,2,0.5,100,BIC,0.0059,0
1,None,Bo,7,0.5,100,BIC,0.0134,0
2,None,Bo,7,0.5,100,BIC,0.0325,0
3,None,Bo,7,0.5,100,BIC,0.0143,0
4,None,Bo,7,0.5,100,BIC,0.0028,0
5,None,Bo,7,0.5,100,BIC,0.0048,0
6,None,Bo,7,0.5,100,BIC,0.0094,0
7,None,Bo,7,0.5,100,BIC,0.0144,0
8,None,Bo,7,0.5,100,BIC,0.0381,0
9,None,Bo,7,0.5,100,BIC,0.026,0
10,None,Bo,7,0.5,100,BIC,0.0017,0
11,None,Bo,7,0.5,100,BIC,0.0136,0
12,None,Bo,7,0.5,100,BIC,0.0032,0
13,None,Bo,7,0.5,100,BIC,0.0177,0
14,None,Bo,7,0.5,100,BIC,0.0269,0
15,None,Bo,7,0.5,100,BIC,0.034,0
16,None,Bo,7,0.5,100,BIC,0.0457,0
17,None,Bo,7,0.5,100,BIC,0.0213,0
18,None,Bo,7,0.5,100,BIC,0.0011,0
19,None,Bo,7,0.5,100,BIC,0.0102,0
20,None,Bo,7,0.5,100,BIC,0.0148,0
21,None,Bo,7,0.5,100,BIC,0.0214,0
22,None,Bo,7,0.5,100,BIC,0.0027,0
23,None,Bo,7,0.5,100,BIC,0.0118,0
24,None,Bo,7,0.5,100,BIC,0,0
25,None,Bo,7,0.5,100,BIC,0.0313,0
26,None,Bo,7,0.5,100,BIC,0.0078,0
27,None,Bo,7,0.5,100,BIC,0.0032,0
28,None,Bo,7,0.5,100,BIC,0.0235,0
29,None,Bo,7,0.5,100,BIC,0.0208,0
30,None,Bo,7,0.5,100,BIC,0.0031,0
31,None,Bo,7,0.5,100,BIC,0.01,0
32,None,Bo,7,0.5,100,BIC,0.035,0
33,None,Bo,7,0.5,100,BIC,0.0154,0
34,None,Bo,7,0.5,100,BIC,0.0381,0
35,None,Bo,7,0.5,100,BIC,0.0197,0
36,None,Bo,7,0.5,100,BIC,0.0174,0
37,None,Bo,7,0.5,100,BIC,0.0077,0
38,None,Bo,7,0.5,100,BIC,0.0108,0
39,None,Bo,7,0.5,100,BIC,0.0265,0
40,None,Bo,7,0.5,100,BIC,0.0193,0
41,None,Bo,7,0.5,100,BIC,0.0101,0
42,None,Bo,7,0.5,100,BIC,0.0141,0
43,None,Bo,7,0.5,100,BIC,0.0147,0
44,None,Bo,7,0.5,100,BIC,0.0108,0
45,None,Bo,7,0.5,100,BIC,0.0115,0
46,None,Bo,7,0.5,100,BIC,0.0397,0
47,None,Bo,7,0.5,100,BIC,0,0
48,None,Bo,7,0.5,100,BIC,0.0051,0
49,None,Bo,7,0.5,100,BIC,0.0271,0
50,None,Bo,7,0.5,100,BIC,0.0054,0
1,None,Bo,13,0.8,100,AIC,0.0066,0
2,None,Bo,13,0.8,100,AIC,0.0067,0
3,None,Bo,13,0.8,100,AIC,0.0041,0
4,None,Bo,13,0.8,100,AIC,0.0018,0
5,None,Bo,13,0.8,100,AIC,0.0022,0
6,None,Bo,13,0.8,100,AIC,0.0037,0
7,None,Bo,13,0.8,100,AIC,0.0024,0
8,None,Bo,13,0.8,100,AIC,5e-4,0
9,None,Bo,13,0.8,100,AIC,6e-4,0
10,None,Bo,13,0.8,100,AIC,0.0052,0
11,None,Bo,13,0.8,100,AIC,7e-4,0
12,None,Bo,13,0.8,100,AIC,2e-4,0
13,None,Bo,13,0.8,100,AIC,0.0075,0
14,None,Bo,13,0.8,100,AIC,0.0022,0
15,None,Bo,13,0.8,100,AIC,0.0028,0
16,None,Bo,13,0.8,100,AIC,0.0045,0
17,None,Bo,13,0.8,100,AIC,0.0017,0
18,None,Bo,13,0.8,100,AIC,8e-4,0
19,None,Bo,13,0.8,100,AIC,0.0011,0
20,None,Bo,13,0.8,100,AIC,0.0037,0
21,None,Bo,13,0.8,100,AIC,0.0021,0
22,None,Bo,13,0.8,100,AIC,2e-4,0
23,None,Bo,13,0.8,100,AIC,0.0014,0
24,None,Bo,13,0.8,100,AIC,0.0035,0
25,None,Bo,13,0.8,100,AIC,0.0033,0
26,None,Bo,13,0.8,100,AIC,7e-4,0
27,None,Bo,13,0.8,100,AIC,0.004,0
28,None,Bo,13,0.8,100,AIC,0.0031,0
29,None,Bo,13,0.8,100,AIC,0.0015,0
30,None,Bo,13,0.8,100,AIC,0.004,0
31,None,Bo,13,0.8,100,AIC,0.0026,0
32,None,Bo,13,0.8,100,AIC,0.0012,0
33,None,Bo,13,0.8,100,AIC,0.0021,0
34,None,Bo,13,0.8,100,AIC,5e-4,0
35,None,Bo,13,0.8,100,AIC,0.0031,0
36,None,Bo,13,0.8,100,AIC,0.0042,0
37,None,Bo,13,0.8,100,AIC,0.0036,0
38,None,Bo,13,0.8,100,AIC,3e-4,0
39,None,Bo,13,0.8,100,AIC,0.0026,0
40,None,Bo,13,0.8,100,AIC,0.0038,0
41,None,Bo,13,0.8,100,AIC,0.0035,0
42,None,Bo,13,0.8,100,AIC,0.0032,0
43,None,Bo,13,0.8,100,AIC,0.005,0
44,None,Bo,13,0.8,100,AIC,0.0031,0
45,None,Bo,13,0.8,100,AIC,0.0039,0
46,None,Bo,13,0.8,100,AIC,3e-4,0
47,None,Bo,13,0.8,100,AIC,0.0041,0
48,None,Bo,13,0.8,100,AIC,0.004,0
49,None,Bo,13,0.8,100,AIC,0.0022,0
50,None,Bo,13,0.8,100,AIC,0.0052,0
1,None,Bo,2,0.8,100,AIC,0.0029,0
2,None,Bo,2,0.8,100,AIC,0.0021,0
3,None,Bo,2,0.8,100,AIC,0.0029,0
4,None,Bo,2,0.8,100,AIC,0.0021,0
5,None,Bo,2,0.8,100,AIC,0.0052,0
6,None,Bo,2,0.8,100,AIC,0.0079,0
7,None,Bo,2,0.8,100,AIC,7e-4,0
8,None,Bo,2,0.8,100,AIC,0.0052,0
9,None,Bo,2,0.8,100,AIC,0.0013,0
10,None,Bo,2,0.8,100,AIC,0.0027,0
11,None,Bo,2,0.8,100,AIC,8e-4,0
12,None,Bo,2,0.8,100,AIC,0.0047,0
13,None,Bo,2,0.8,100,AIC,2e-4,0
14,None,Bo,2,0.8,100,AIC,0.0059,0
15,None,Bo,2,0.8,100,AIC,0.0037,0
16,None,Bo,2,0.8,100,AIC,5e-4,0
17,None,Bo,2,0.8,100,AIC,0.0037,0
18,None,Bo,2,0.8,100,AIC,0.0037,0
19,None,Bo,2,0.8,100,AIC,0.0015,0
20,None,Bo,2,0.8,100,AIC,0.0014,0
21,None,Bo,2,0.8,100,AIC,8e-4,0
22,None,Bo,2,0.8,100,AIC,0.0031,0
23,None,Bo,2,0.8,100,AIC,0.0052,0
24,None,Bo,2,0.8,100,AIC,3e-4,0
25,None,Bo,2,0.8,100,AIC,0.0038,0
26,None,Bo,2,0.8,100,AIC,0.0025,0
27,None,Bo,2,0.8,100,AIC,0.003,0
28,None,Bo,2,0.8,100,AIC,0.0021,0
29,None,Bo,2,0.8,100,AIC,0.0092,0
30,None,Bo,2,0.8,100,AIC,0.002,0
31,None,Bo,2,0.8,100,AIC,8e-4,0
32,None,Bo,2,0.8,100,AIC,0.003,0
33,None,Bo,2,0.8,100,AIC,0.0018,0
34,None,Bo,2,0.8,100,AIC,0.0052,0
35,None,Bo,2,0.8,100,AIC,5e-4,0
36,None,Bo,2,0.8,100,AIC,0.0063,0
37,None,Bo,2,0.8,100,AIC,0.0032,0
38,None,Bo,2,0.8,100,AIC,0.0013,0
39,None,Bo,2,0.8,100,AIC,0.0033,0
40,None,Bo,2,0.8,100,AIC,0.004,0
41,None,Bo,2,0.8,100,AIC,0.0039,0
42,None,Bo,2,0.8,100,AIC,0.0055,0
43,None,Bo,2,0.8,100,AIC,0.0023,0
44,None,Bo,2,0.8,100,AIC,0.0054,0
45,None,Bo,2,0.8,100,AIC,0.0017,0
46,None,Bo,2,0.8,100,AIC,0.0049,0
47,None,Bo,2,0.8,100,AIC,0.0041,0
48,None,Bo,2,0.8,100,AIC,0.0032,0
49,None,Bo,2,0.8,100,AIC,0.0041,0
50,None,Bo,2,0.8,100,AIC,0.001,0
1,None,Bo,7,0.8,100,AIC,0.0032,0
2,None,Bo,7,0.8,100,AIC,0.0017,0
3,None,Bo,7,0.8,100,AIC,5e-4,0
4,None,Bo,7,0.8,100,AIC,0.0011,0
5,None,Bo,7,0.8,100,AIC,0,0
6,None,Bo,7,0.8,100,AIC,0.001,0
7,None,Bo,7,0.8,100,AIC,4e-4,0
8,None,Bo,7,0.8,100,AIC,9e-4,0
9,None,Bo,7,0.8,100,AIC,0.001,0
10,None,Bo,7,0.8,100,AIC,0.0011,0
11,None,Bo,7,0.8,100,AIC,0.0018,0
12,None,Bo,7,0.8,100,AIC,4e-4,0
13,None,Bo,7,0.8,100,AIC,0.0015,0
14,None,Bo,7,0.8,100,AIC,0.004,0
15,None,Bo,7,0.8,100,AIC,0.0032,0
16,None,Bo,7,0.8,100,AIC,0.0029,0
17,None,Bo,7,0.8,100,AIC,0.0018,0
18,None,Bo,7,0.8,100,AIC,0.0019,0
19,None,Bo,7,0.8,100,AIC,0.0043,0
20,None,Bo,7,0.8,100,AIC,0.0029,0
21,None,Bo,7,0.8,100,AIC,1e-4,0
22,None,Bo,7,0.8,100,AIC,0,0
23,None,Bo,7,0.8,100,AIC,1e-4,0
24,None,Bo,7,0.8,100,AIC,0.001,0
25,None,Bo,7,0.8,100,AIC,0.0058,0
26,None,Bo,7,0.8,100,AIC,1e-4,0
27,None,Bo,7,0.8,100,AIC,0.0024,0
28,None,Bo,7,0.8,100,AIC,0.0017,0
29,None,Bo,7,0.8,100,AIC,0.0018,0
30,None,Bo,7,0.8,100,AIC,2e-4,0
31,None,Bo,7,0.8,100,AIC,0.0011,0
32,None,Bo,7,0.8,100,AIC,9e-4,0
33,None,Bo,7,0.8,100,AIC,5e-4,0
34,None,Bo,7,0.8,100,AIC,9e-4,0
35,None,Bo,7,0.8,100,AIC,0,0
36,None,Bo,7,0.8,100,AIC,1e-4,0
37,None,Bo,7,0.8,100,AIC,0.0015,0
38,None,Bo,7,0.8,100,AIC,0.0025,0
39,None,Bo,7,0.8,100,AIC,0.0013,0
40,None,Bo,7,0.8,100,AIC,0.0059,0
41,None,Bo,7,0.8,100,AIC,0.003,0
42,None,Bo,7,0.8,100,AIC,4e-4,0
43,None,Bo,7,0.8,100,AIC,0.001,0
44,None,Bo,7,0.8,100,AIC,0.0031,0
45,None,Bo,7,0.8,100,AIC,0.0031,0
46,None,Bo,7,0.8,100,AIC,0.0028,0
47,None,Bo,7,0.8,100,AIC,0,0
48,None,Bo,7,0.8,100,AIC,0.0018,0
49,None,Bo,7,0.8,100,AIC,0.0011,0
50,None,Bo,7,0.8,100,AIC,0.0027,0
1,None,Bo,13,0.8,100,BIC,0.008,0
2,None,Bo,13,0.8,100,BIC,0.0041,0
3,None,Bo,13,0.8,100,BIC,0,0
4,None,Bo,13,0.8,100,BIC,0,0
5,None,Bo,13,0.8,100,BIC,0,0
6,None,Bo,13,0.8,100,BIC,0.0056,0
7,None,Bo,13,0.8,100,BIC,0.0093,0
8,None,Bo,13,0.8,100,BIC,0.005,0
9,None,Bo,13,0.8,100,BIC,0.0124,0
10,None,Bo,13,0.8,100,BIC,0.0065,0
11,None,Bo,13,0.8,100,BIC,0.0051,0
12,None,Bo,13,0.8,100,BIC,0.0093,0
13,None,Bo,13,0.8,100,BIC,0.0031,0
14,None,Bo,13,0.8,100,BIC,0.0067,0
15,None,Bo,13,0.8,100,BIC,0,0
16,None,Bo,13,0.8,100,BIC,0.0083,0
17,None,Bo,13,0.8,100,BIC,2e-4,0
18,None,Bo,13,0.8,100,BIC,0.0082,0
19,None,Bo,13,0.8,100,BIC,0,0
20,None,Bo,13,0.8,100,BIC,0,0
21,None,Bo,13,0.8,100,BIC,4e-4,0
22,None,Bo,13,0.8,100,BIC,0.0035,0
23,None,Bo,13,0.8,100,BIC,0.0074,0
24,None,Bo,13,0.8,100,BIC,0,0
25,None,Bo,13,0.8,100,BIC,0.005,0
26,None,Bo,13,0.8,100,BIC,3e-4,0
27,None,Bo,13,0.8,100,BIC,0.0023,0
28,None,Bo,13,0.8,100,BIC,0,0
29,None,Bo,13,0.8,100,BIC,0.009,0
30,None,Bo,13,0.8,100,BIC,0.0145,0
31,None,Bo,13,0.8,100,BIC,0.0083,0
32,None,Bo,13,0.8,100,BIC,0.0067,0
33,None,Bo,13,0.8,100,BIC,0.0032,0
34,None,Bo,13,0.8,100,BIC,0.005,0
35,None,Bo,13,0.8,100,BIC,0.0047,0
36,None,Bo,13,0.8,100,BIC,0.0063,0
37,None,Bo,13,0.8,100,BIC,0.0042,0
38,None,Bo,13,0.8,100,BIC,0.004,0
39,None,Bo,13,0.8,100,BIC,0.0057,0
40,None,Bo,13,0.8,100,BIC,0,0
41,None,Bo,13,0.8,100,BIC,0.004,0
42,None,Bo,13,0.8,100,BIC,0.0025,0
43,None,Bo,13,0.8,100,BIC,0.0104,0
44,None,Bo,13,0.8,100,BIC,0.0048,0
45,None,Bo,13,0.8,100,BIC,0.0053,0
46,None,Bo,13,0.8,100,BIC,5e-4,0
47,None,Bo,13,0.8,100,BIC,0.0019,0
48,None,Bo,13,0.8,100,BIC,0.0036,0
49,None,Bo,13,0.8,100,BIC,0.0072,0
50,None,Bo,13,0.8,100,BIC,0.0029,0
1,None,Bo,2,0.8,100,BIC,0.0015,0
2,None,Bo,2,0.8,100,BIC,0.0031,0
3,None,Bo,2,0.8,100,BIC,0.0097,0
4,None,Bo,2,0.8,100,BIC,0.0121,0
5,None,Bo,2,0.8,100,BIC,0.0073,0
6,None,Bo,2,0.8,100,BIC,0.0089,0
7,None,Bo,2,0.8,100,BIC,0.0097,0
8,None,Bo,2,0.8,100,BIC,0.015,0
9,None,Bo,2,0.8,100,BIC,0.0186,0
10,None,Bo,2,0.8,100,BIC,0.0111,0
11,None,Bo,2,0.8,100,BIC,0.0035,0
12,None,Bo,2,0.8,100,BIC,0.0104,0
13,None,Bo,2,0.8,100,BIC,0.003,0
14,None,Bo,2,0.8,100,BIC,0.0068,0
15,None,Bo,2,0.8,100,BIC,0.0076,0
16,None,Bo,2,0.8,100,BIC,0.0188,0
17,None,Bo,2,0.8,100,BIC,0.0148,0
18,None,Bo,2,0.8,100,BIC,0.0182,0
19,None,Bo,2,0.8,100,BIC,0,0
20,None,Bo,2,0.8,100,BIC,0.0087,0
21,None,Bo,2,0.8,100,BIC,0.0309,0
22,None,Bo,2,0.8,100,BIC,0.0114,0
23,None,Bo,2,0.8,100,BIC,0.0038,0
24,None,Bo,2,0.8,100,BIC,0.0037,0
25,None,Bo,2,0.8,100,BIC,0.0167,0
26,None,Bo,2,0.8,100,BIC,0.0072,0
27,None,Bo,2,0.8,100,BIC,0.0123,0
28,None,Bo,2,0.8,100,BIC,0.0146,0
29,None,Bo,2,0.8,100,BIC,0.002,0
30,None,Bo,2,0.8,100,BIC,7e-4,0
31,None,Bo,2,0.8,100,BIC,0.0098,0
32,None,Bo,2,0.8,100,BIC,0.0225,0
33,None,Bo,2,0.8,100,BIC,0.0177,0
34,None,Bo,2,0.8,100,BIC,0.015,0
35,None,Bo,2,0.8,100,BIC,0.0173,0
36,None,Bo,2,0.8,100,BIC,0.0017,0
37,None,Bo,2,0.8,100,BIC,0.0052,0
38,None,Bo,2,0.8,100,BIC,0.0112,0
39,None,Bo,2,0.8,100,BIC,0.0148,0
40,None,Bo,2,0.8,100,BIC,0.0061,0
41,None,Bo,2,0.8,100,BIC,0.0199,0
42,None,Bo,2,0.8,100,BIC,0.0054,0
43,None,Bo,2,0.8,100,BIC,0.0258,0
44,None,Bo,2,0.8,100,BIC,0.0358,0
45,None,Bo,2,0.8,100,BIC,0.0096,0
46,None,Bo,2,0.8,100,BIC,0.0021,0
47,None,Bo,2,0.8,100,BIC,0.0012,0
48,None,Bo,2,0.8,100,BIC,0.0061,0
49,None,Bo,2,0.8,100,BIC,0.0386,0
50,None,Bo,2,0.8,100,BIC,0.01,0
1,None,Bo,7,0.8,100,BIC,0.0089,0
2,None,Bo,7,0.8,100,BIC,0.0014,0
3,None,Bo,7,0.8,100,BIC,0.0035,0
4,None,Bo,7,0.8,100,BIC,0,0
5,None,Bo,7,0.8,100,BIC,0.0026,0
6,None,Bo,7,0.8,100,BIC,0,0
7,None,Bo,7,0.8,100,BIC,0.0016,0
8,None,Bo,7,0.8,100,BIC,0.0131,0
9,None,Bo,7,0.8,100,BIC,0.0045,0
10,None,Bo,7,0.8,100,BIC,0.0173,0
11,None,Bo,7,0.8,100,BIC,6e-4,0
12,None,Bo,7,0.8,100,BIC,2e-4,0
13,None,Bo,7,0.8,100,BIC,0,0
14,None,Bo,7,0.8,100,BIC,0.0186,0
15,None,Bo,7,0.8,100,BIC,0.0036,0
16,None,Bo,7,0.8,100,BIC,0,0
17,None,Bo,7,0.8,100,BIC,0.0084,0
18,None,Bo,7,0.8,100,BIC,0,0
19,None,Bo,7,0.8,100,BIC,0.0128,0
20,None,Bo,7,0.8,100,BIC,0.0054,0
21,None,Bo,7,0.8,100,BIC,0.0023,0
22,None,Bo,7,0.8,100,BIC,6e-4,0
23,None,Bo,7,0.8,100,BIC,0.0042,0
24,None,Bo,7,0.8,100,BIC,0,0
25,None,Bo,7,0.8,100,BIC,0.0061,0
26,None,Bo,7,0.8,100,BIC,0.0067,0
27,None,Bo,7,0.8,100,BIC,0.0027,0
28,None,Bo,7,0.8,100,BIC,0.0024,0
29,None,Bo,7,0.8,100,BIC,0,0
30,None,Bo,7,0.8,100,BIC,0,0
31,None,Bo,7,0.8,100,BIC,0.0113,0
32,None,Bo,7,0.8,100,BIC,0.0053,0
33,None,Bo,7,0.8,100,BIC,0.0068,0
34,None,Bo,7,0.8,100,BIC,0.0131,0
35,None,Bo,7,0.8,100,BIC,0,0
36,None,Bo,7,0.8,100,BIC,0,0
37,None,Bo,7,0.8,100,BIC,0.0279,0
38,None,Bo,7,0.8,100,BIC,0.0071,0
39,None,Bo,7,0.8,100,BIC,0,0
40,None,Bo,7,0.8,100,BIC,0.0087,0
41,None,Bo,7,0.8,100,BIC,0.0049,0
42,None,Bo,7,0.8,100,BIC,0.0072,0
43,None,Bo,7,0.8,100,BIC,0.0114,0
44,None,Bo,7,0.8,100,BIC,0.0057,0
45,None,Bo,7,0.8,100,BIC,0.0027,0
46,None,Bo,7,0.8,100,BIC,0,0
47,None,Bo,7,0.8,100,BIC,0,0
48,None,Bo,7,0.8,100,BIC,4e-4,0
49,None,Bo,7,0.8,100,BIC,0.0065,0
50,None,Bo,7,0.8,100,BIC,0,0
1,None,Mave,13,0.2,100,AIC,0.8414,1
2,None,Mave,13,0.2,100,AIC,0.7861,1
3,None,Mave,13,0.2,100,AIC,0.7874,1
4,None,Mave,13,0.2,100,AIC,0.4553,0
5,None,Mave,13,0.2,100,AIC,0.5764,1
6,None,Mave,13,0.2,100,AIC,0.8142,1
7,None,Mave,13,0.2,100,AIC,0.8317,1
8,None,Mave,13,0.2,100,AIC,0.8428,1
9,None,Mave,13,0.2,100,AIC,0.8231,1
10,None,Mave,13,0.2,100,AIC,0.8473,1
11,None,Mave,13,0.2,100,AIC,0.8056,1
12,None,Mave,13,0.2,100,AIC,0.8134,1
13,None,Mave,13,0.2,100,AIC,0.8083,1
14,None,Mave,13,0.2,100,AIC,0.7185,1
15,None,Mave,13,0.2,100,AIC,0.8028,1
16,None,Mave,13,0.2,100,AIC,0.8097,1
17,None,Mave,13,0.2,100,AIC,0.7704,1
18,None,Mave,13,0.2,100,AIC,0.8289,1
19,None,Mave,13,0.2,100,AIC,0.8505,1
20,None,Mave,13,0.2,100,AIC,0.8367,1
21,None,Mave,13,0.2,100,AIC,0.7961,1
22,None,Mave,13,0.2,100,AIC,0.8014,1
23,None,Mave,13,0.2,100,AIC,0.8245,1
24,None,Mave,13,0.2,100,AIC,0.8042,1
25,None,Mave,13,0.2,100,AIC,0.7883,1
26,None,Mave,13,0.2,100,AIC,0.7925,1
27,None,Mave,13,0.2,100,AIC,0.8344,1
28,None,Mave,13,0.2,100,AIC,0.755,1
29,None,Mave,13,0.2,100,AIC,0.8348,1
30,None,Mave,13,0.2,100,AIC,0.8983,1
31,None,Mave,13,0.2,100,AIC,0.8256,1
32,None,Mave,13,0.2,100,AIC,0.8477,1
33,None,Mave,13,0.2,100,AIC,0.8124,1
34,None,Mave,13,0.2,100,AIC,0.8428,1
35,None,Mave,13,0.2,100,AIC,0.8291,1
36,None,Mave,13,0.2,100,AIC,0.8025,1
37,None,Mave,13,0.2,100,AIC,0.8466,1
38,None,Mave,13,0.2,100,AIC,0.8532,1
39,None,Mave,13,0.2,100,AIC,0.8061,1
40,None,Mave,13,0.2,100,AIC,0.8162,1
41,None,Mave,13,0.2,100,AIC,0.8017,1
42,None,Mave,13,0.2,100,AIC,0.8438,1
43,None,Mave,13,0.2,100,AIC,0.8183,1
44,None,Mave,13,0.2,100,AIC,0.8258,1
45,None,Mave,13,0.2,100,AIC,0.8342,1
46,None,Mave,13,0.2,100,AIC,0.8028,1
47,None,Mave,13,0.2,100,AIC,0.8254,1
48,None,Mave,13,0.2,100,AIC,0.8301,1
49,None,Mave,13,0.2,100,AIC,0.8157,1
50,None,Mave,13,0.2,100,AIC,0.2566,0
1,None,Mave,2,0.2,100,AIC,0.3757,0
2,None,Mave,2,0.2,100,AIC,0.37,0
3,None,Mave,2,0.2,100,AIC,0.3726,0
4,None,Mave,2,0.2,100,AIC,0.3488,0
5,None,Mave,2,0.2,100,AIC,0.3676,0
6,None,Mave,2,0.2,100,AIC,0.3555,0
7,None,Mave,2,0.2,100,AIC,0.3899,0
8,None,Mave,2,0.2,100,AIC,0.3706,0
9,None,Mave,2,0.2,100,AIC,0.4071,0
10,None,Mave,2,0.2,100,AIC,0.3845,0
11,None,Mave,2,0.2,100,AIC,0.3685,0
12,None,Mave,2,0.2,100,AIC,0.4029,0
13,None,Mave,2,0.2,100,AIC,0.3633,0
14,None,Mave,2,0.2,100,AIC,0.3548,0
15,None,Mave,2,0.2,100,AIC,0.3818,0
16,None,Mave,2,0.2,100,AIC,0.3861,0
17,None,Mave,2,0.2,100,AIC,0.407,0
18,None,Mave,2,0.2,100,AIC,0.372,0
19,None,Mave,2,0.2,100,AIC,0.387,0
20,None,Mave,2,0.2,100,AIC,0.3503,0
21,None,Mave,2,0.2,100,AIC,0.3636,0
22,None,Mave,2,0.2,100,AIC,0.3848,0
23,None,Mave,2,0.2,100,AIC,0.3815,0
24,None,Mave,2,0.2,100,AIC,0.3812,0
25,None,Mave,2,0.2,100,AIC,0.3722,0
26,None,Mave,2,0.2,100,AIC,0.3909,0
27,None,Mave,2,0.2,100,AIC,0.3944,0
28,None,Mave,2,0.2,100,AIC,0.3722,0
29,None,Mave,2,0.2,100,AIC,0.4084,0
30,None,Mave,2,0.2,100,AIC,0.3848,0
31,None,Mave,2,0.2,100,AIC,0.3748,0
32,None,Mave,2,0.2,100,AIC,0.398,0
33,None,Mave,2,0.2,100,AIC,0.372,0
34,None,Mave,2,0.2,100,AIC,0.3706,0
35,None,Mave,2,0.2,100,AIC,0.3947,0
36,None,Mave,2,0.2,100,AIC,0.3811,0
37,None,Mave,2,0.2,100,AIC,0.3763,0
38,None,Mave,2,0.2,100,AIC,0.4069,0
39,None,Mave,2,0.2,100,AIC,0.3979,0
40,None,Mave,2,0.2,100,AIC,0.3758,0
41,None,Mave,2,0.2,100,AIC,0.3987,0
42,None,Mave,2,0.2,100,AIC,0.3783,0
43,None,Mave,2,0.2,100,AIC,0.3779,0
44,None,Mave,2,0.2,100,AIC,0.3779,0
45,None,Mave,2,0.2,100,AIC,0.3848,0
46,None,Mave,2,0.2,100,AIC,0.3583,0
47,None,Mave,2,0.2,100,AIC,0.4097,0
48,None,Mave,2,0.2,100,AIC,0.3787,0
49,None,Mave,2,0.2,100,AIC,0.3906,0
50,None,Mave,2,0.2,100,AIC,0.3773,0
1,None,Mave,7,0.2,100,AIC,0.5767,1
2,None,Mave,7,0.2,100,AIC,0.5334,1
3,None,Mave,7,0.2,100,AIC,0.6091,1
4,None,Mave,7,0.2,100,AIC,0.3227,0
5,None,Mave,7,0.2,100,AIC,0.5889,1
6,None,Mave,7,0.2,100,AIC,0.552,1
7,None,Mave,7,0.2,100,AIC,0.5388,1
8,None,Mave,7,0.2,100,AIC,0.5604,1
9,None,Mave,7,0.2,100,AIC,0.5788,1
10,None,Mave,7,0.2,100,AIC,0.5727,1
11,None,Mave,7,0.2,100,AIC,0.5722,1
12,None,Mave,7,0.2,100,AIC,0.5375,1
13,None,Mave,7,0.2,100,AIC,0.5281,1
14,None,Mave,7,0.2,100,AIC,0.5362,1
